idDadosMaquina,percCpu,percRam,percDisco,momento,serialID
848,14.5,84.6,8.4,2022-09-20 13:47:17,AE:20:30:00:10
849,9.6,84.6,8.4,2022-09-20 13:47:17,AE:20:30:00:10
850,15.4,84.5,8.4,2022-09-20 13:47:17,AE:20:30:00:10
851,9.9,84.4,8.4,2022-09-20 13:47:18,AE:20:30:00:10
852,11.1,84.4,8.4,2022-09-20 13:47:18,AE:20:30:00:10
853,11.1,84.4,8.4,2022-09-20 13:47:18,AE:20:30:00:10
854,11.1,84.4,8.4,2022-09-20 13:47:18,AE:20:30:00:10
855,14.5,84.4,8.4,2022-09-20 13:47:18,AE:20:30:00:10
856,15.9,84.4,8.4,2022-09-20 13:47:19,AE:20:30:00:10
857,11.1,84.4,8.4,2022-09-20 13:47:19,AE:20:30:00:10
858,14.3,84.4,8.4,2022-09-20 13:47:19,AE:20:30:00:10
859,10.1,84.4,8.4,2022-09-20 13:47:19,AE:20:30:00:10
860,16.2,84.4,8.4,2022-09-20 13:47:19,AE:20:30:00:10
861,20.5,84.4,8.4,2022-09-20 13:47:20,AE:20:30:00:10
862,20.0,84.4,8.4,2022-09-20 13:47:20,AE:20:30:00:10
863,28.6,84.4,8.4,2022-09-20 13:47:20,AE:20:30:00:10
864,8.2,84.4,8.4,2022-09-20 13:47:20,AE:20:30:00:10
865,20.3,84.5,8.4,2022-09-20 13:47:21,AE:20:30:00:10
866,16.7,84.5,8.4,2022-09-20 13:47:21,AE:20:30:00:10
867,26.3,84.5,8.4,2022-09-20 13:47:21,AE:20:30:00:10
868,24.4,84.5,8.4,2022-09-20 13:47:21,AE:20:30:00:10
869,6.2,84.5,8.4,2022-09-20 13:47:22,AE:20:30:00:10
870,14.0,84.5,8.4,2022-09-20 13:47:22,AE:20:30:00:10
871,18.3,84.6,8.4,2022-09-20 13:47:22,AE:20:30:00:10
872,13.7,84.6,8.4,2022-09-20 13:47:22,AE:20:30:00:10
873,15.4,84.6,8.4,2022-09-20 13:47:22,AE:20:30:00:10
874,10.1,84.6,8.4,2022-09-20 13:47:23,AE:20:30:00:10
875,10.0,84.6,8.4,2022-09-20 13:47:23,AE:20:30:00:10
876,24.7,84.5,8.4,2022-09-20 13:47:23,AE:20:30:00:10
877,23.9,84.5,8.4,2022-09-20 13:47:23,AE:20:30:00:10
878,17.0,84.6,8.4,2022-09-20 13:47:24,AE:20:30:00:10
879,15.4,84.6,8.4,2022-09-20 13:47:24,AE:20:30:00:10
880,14.3,84.5,8.4,2022-09-20 13:47:24,AE:20:30:00:10
881,24.1,84.6,8.4,2022-09-20 13:47:24,AE:20:30:00:10
882,18.1,84.6,8.4,2022-09-20 13:47:24,AE:20:30:00:10
883,19.0,84.6,8.4,2022-09-20 13:47:25,AE:20:30:00:10
884,14.1,84.6,8.4,2022-09-20 13:47:25,AE:20:30:00:10
885,9.5,84.6,8.4,2022-09-20 13:47:25,AE:20:30:00:10
886,21.8,84.6,8.4,2022-09-20 13:47:25,AE:20:30:00:10
887,21.8,84.6,8.4,2022-09-20 13:47:26,AE:20:30:00:10
888,24.7,84.6,8.4,2022-09-20 13:47:26,AE:20:30:00:10
889,14.3,84.6,8.4,2022-09-20 13:47:26,AE:20:30:00:10
890,13.3,84.6,8.4,2022-09-20 13:47:26,AE:20:30:00:10
891,28.8,84.5,8.4,2022-09-20 13:47:26,AE:20:30:00:10
892,15.7,84.5,8.4,2022-09-20 13:47:27,AE:20:30:00:10
893,11.4,84.5,8.4,2022-09-20 13:47:27,AE:20:30:00:10
894,12.3,84.5,8.4,2022-09-20 13:47:27,AE:20:30:00:10
895,10.3,84.5,8.4,2022-09-20 13:47:27,AE:20:30:00:10
896,10.3,84.5,8.4,2022-09-20 13:47:27,AE:20:30:00:10
897,6.3,84.5,8.4,2022-09-20 13:47:28,AE:20:30:00:10
898,10.7,84.5,8.4,2022-09-20 13:47:28,AE:20:30:00:10
899,16.3,84.4,8.4,2022-09-20 13:47:28,AE:20:30:00:10
900,13.6,84.4,8.4,2022-09-20 13:47:28,AE:20:30:00:10
901,15.4,84.5,8.4,2022-09-20 13:47:29,AE:20:30:00:10
902,10.3,84.5,8.4,2022-09-20 13:47:29,AE:20:30:00:10
903,20.6,84.5,8.4,2022-09-20 13:47:29,AE:20:30:00:10
904,11.1,84.5,8.4,2022-09-20 13:47:29,AE:20:30:00:10
905,11.2,84.5,8.4,2022-09-20 13:47:29,AE:20:30:00:10
906,20.7,84.5,8.4,2022-09-20 13:47:30,AE:20:30:00:10
907,8.6,84.5,8.4,2022-09-20 13:47:30,AE:20:30:00:10
908,12.3,84.5,8.4,2022-09-20 13:47:30,AE:20:30:00:10
909,12.2,84.4,8.4,2022-09-20 13:47:30,AE:20:30:00:10
910,13.7,84.4,8.4,2022-09-20 13:47:31,AE:20:30:00:10
911,12.0,84.4,8.4,2022-09-20 13:47:31,AE:20:30:00:10
912,16.2,84.4,8.4,2022-09-20 13:47:31,AE:20:30:00:10
913,25.8,84.5,8.4,2022-09-20 13:47:31,AE:20:30:00:10
914,15.5,84.5,8.4,2022-09-20 13:47:31,AE:20:30:00:10
915,12.3,84.5,8.4,2022-09-20 13:47:32,AE:20:30:00:10
916,16.9,84.5,8.4,2022-09-20 13:47:32,AE:20:30:00:10
917,22.2,84.5,8.4,2022-09-20 13:47:32,AE:20:30:00:10
918,13.6,84.5,8.4,2022-09-20 13:47:32,AE:20:30:00:10
919,28.3,84.5,8.4,2022-09-20 13:47:33,AE:20:30:00:10
920,23.2,84.5,8.4,2022-09-20 13:47:33,AE:20:30:00:10
921,22.8,84.5,8.4,2022-09-20 13:47:33,AE:20:30:00:10
922,11.5,84.5,8.4,2022-09-20 13:47:33,AE:20:30:00:10
923,22.9,84.6,8.4,2022-09-20 13:47:34,AE:20:30:00:10
924,12.3,84.6,8.4,2022-09-20 13:47:34,AE:20:30:00:10
925,14.8,84.6,8.4,2022-09-20 13:47:34,AE:20:30:00:10
926,11.4,84.5,8.4,2022-09-20 13:47:34,AE:20:30:00:10
927,14.8,84.5,8.4,2022-09-20 13:47:34,AE:20:30:00:10
928,19.3,84.5,8.4,2022-09-20 13:47:35,AE:20:30:00:10
929,14.8,84.5,8.4,2022-09-20 13:47:35,AE:20:30:00:10
930,8.6,84.5,8.4,2022-09-20 13:47:35,AE:20:30:00:10
931,10.9,84.5,8.4,2022-09-20 13:47:35,AE:20:30:00:10
932,11.4,84.5,8.4,2022-09-20 13:47:36,AE:20:30:00:10
933,7.6,84.5,8.4,2022-09-20 13:47:36,AE:20:30:00:10
934,20.2,84.5,8.4,2022-09-20 13:47:36,AE:20:30:00:10
935,7.3,84.5,8.4,2022-09-20 13:47:36,AE:20:30:00:10
936,13.7,84.5,8.4,2022-09-20 13:47:36,AE:20:30:00:10
937,14.8,84.5,8.4,2022-09-20 13:47:37,AE:20:30:00:10
938,5.3,84.5,8.4,2022-09-20 13:47:37,AE:20:30:00:10
939,16.9,84.5,8.4,2022-09-20 13:47:37,AE:20:30:00:10
940,9.3,84.4,8.4,2022-09-20 13:47:37,AE:20:30:00:10
941,12.3,84.4,8.4,2022-09-20 13:47:38,AE:20:30:00:10
942,13.3,84.4,8.4,2022-09-20 13:47:38,AE:20:30:00:10
943,16.0,84.4,8.4,2022-09-20 13:47:38,AE:20:30:00:10
944,9.1,84.4,8.4,2022-09-20 13:47:38,AE:20:30:00:10
945,9.0,84.4,8.4,2022-09-20 13:47:38,AE:20:30:00:10
946,22.2,84.5,8.4,2022-09-20 13:47:39,AE:20:30:00:10
947,14.5,84.4,8.4,2022-09-20 13:47:39,AE:20:30:00:10
948,14.6,84.4,8.4,2022-09-20 13:47:39,AE:20:30:00:10
949,11.7,84.4,8.4,2022-09-20 13:47:39,AE:20:30:00:10
950,12.8,84.5,8.4,2022-09-20 13:47:39,AE:20:30:00:10
951,11.4,84.4,8.4,2022-09-20 13:47:40,AE:20:30:00:10
952,11.9,84.4,8.4,2022-09-20 13:47:40,AE:20:30:00:10
953,13.6,84.4,8.4,2022-09-20 13:47:40,AE:20:30:00:10
954,10.3,84.4,8.4,2022-09-20 13:47:40,AE:20:30:00:10
955,25.7,84.6,8.4,2022-09-20 13:47:41,AE:20:30:00:10
956,29.3,84.6,8.4,2022-09-20 13:47:41,AE:20:30:00:10
957,23.5,84.7,8.4,2022-09-20 13:47:41,AE:20:30:00:10
958,26.9,84.8,8.4,2022-09-20 13:47:41,AE:20:30:00:10
959,11.1,84.8,8.4,2022-09-20 13:47:42,AE:20:30:00:10
960,12.8,84.8,8.4,2022-09-20 13:47:42,AE:20:30:00:10
961,28.4,84.6,8.4,2022-09-20 13:47:42,AE:20:30:00:10
962,32.9,84.6,8.4,2022-09-20 13:47:42,AE:20:30:00:10
963,30.5,84.6,8.4,2022-09-20 13:47:43,AE:20:30:00:10
964,19.3,84.6,8.4,2022-09-20 13:47:43,AE:20:30:00:10
965,10.4,84.6,8.4,2022-09-20 13:47:43,AE:20:30:00:10
966,12.9,84.4,8.4,2022-09-20 13:47:43,AE:20:30:00:10
967,20.6,84.5,8.4,2022-09-20 13:47:44,AE:20:30:00:10
968,13.9,84.5,8.4,2022-09-20 13:47:44,AE:20:30:00:10
969,11.2,84.5,8.4,2022-09-20 13:47:44,AE:20:30:00:10
970,7.7,84.4,8.4,2022-09-20 13:47:44,AE:20:30:00:10
971,10.0,84.4,8.4,2022-09-20 13:47:44,AE:20:30:00:10
972,10.3,84.4,8.4,2022-09-20 13:47:45,AE:20:30:00:10
973,7.7,84.4,8.4,2022-09-20 13:47:45,AE:20:30:00:10
974,11.1,84.4,8.4,2022-09-20 13:47:45,AE:20:30:00:10
975,13.7,84.3,8.4,2022-09-20 13:47:45,AE:20:30:00:10
976,13.6,84.3,8.4,2022-09-20 13:47:45,AE:20:30:00:10
977,10.0,84.3,8.4,2022-09-20 13:47:46,AE:20:30:00:10
978,8.9,84.3,8.4,2022-09-20 13:47:46,AE:20:30:00:10
979,6.4,84.3,8.4,2022-09-20 13:47:46,AE:20:30:00:10
980,17.5,84.3,8.4,2022-09-20 13:47:46,AE:20:30:00:10
981,9.9,84.3,8.4,2022-09-20 13:47:47,AE:20:30:00:10
982,13.5,84.4,8.4,2022-09-20 13:47:47,AE:20:30:00:10
983,11.0,84.4,8.4,2022-09-20 13:47:47,AE:20:30:00:10
984,10.2,84.4,8.4,2022-09-20 13:47:47,AE:20:30:00:10
985,8.5,84.4,8.4,2022-09-20 13:47:48,AE:20:30:00:10
