idDadosMaquina,percCpu,percRam,percDisco,momento,serialID
481,8.8,83.8,8.4,2022-09-20 13:45:47,AE:20:30:00:10
482,21.5,83.8,8.4,2022-09-20 13:45:48,AE:20:30:00:10
483,21.9,83.8,8.4,2022-09-20 13:45:48,AE:20:30:00:10
484,22.9,83.9,8.4,2022-09-20 13:45:48,AE:20:30:00:10
485,9.7,83.9,8.4,2022-09-20 13:45:48,AE:20:30:00:10
486,21.7,84.0,8.4,2022-09-20 13:45:49,AE:20:30:00:10
487,10.3,84.0,8.4,2022-09-20 13:45:49,AE:20:30:00:10
488,14.5,83.8,8.4,2022-09-20 13:45:49,AE:20:30:00:10
489,11.5,83.8,8.4,2022-09-20 13:45:49,AE:20:30:00:10
490,23.0,83.9,8.4,2022-09-20 13:45:50,AE:20:30:00:10
491,17.2,83.8,8.4,2022-09-20 13:45:50,AE:20:30:00:10
492,20.3,83.7,8.4,2022-09-20 13:45:50,AE:20:30:00:10
493,16.5,83.7,8.4,2022-09-20 13:45:50,AE:20:30:00:10
494,9.0,83.7,8.4,2022-09-20 13:45:51,AE:20:30:00:10
495,10.5,83.7,8.4,2022-09-20 13:45:51,AE:20:30:00:10
496,7.8,83.7,8.4,2022-09-20 13:45:51,AE:20:30:00:10
497,10.1,83.6,8.4,2022-09-20 13:45:51,AE:20:30:00:10
498,13.4,83.6,8.4,2022-09-20 13:45:51,AE:20:30:00:10
499,19.8,83.6,8.4,2022-09-20 13:45:52,AE:20:30:00:10
500,7.1,83.6,8.4,2022-09-20 13:45:52,AE:20:30:00:10
501,10.3,83.6,8.4,2022-09-20 13:45:52,AE:20:30:00:10
502,11.4,83.6,8.4,2022-09-20 13:45:52,AE:20:30:00:10
503,10.4,83.6,8.4,2022-09-20 13:45:53,AE:20:30:00:10
504,23.9,83.7,8.4,2022-09-20 13:45:53,AE:20:30:00:10
505,26.9,83.8,8.4,2022-09-20 13:45:53,AE:20:30:00:10
506,18.3,83.8,8.4,2022-09-20 13:45:53,AE:20:30:00:10
507,31.0,83.8,8.4,2022-09-20 13:45:54,AE:20:30:00:10
508,25.6,83.8,8.4,2022-09-20 13:45:54,AE:20:30:00:10
509,18.5,83.8,8.4,2022-09-20 13:45:54,AE:20:30:00:10
510,24.1,83.8,8.4,2022-09-20 13:45:54,AE:20:30:00:10
511,24.1,83.9,8.4,2022-09-20 13:45:54,AE:20:30:00:10
512,14.1,83.9,8.4,2022-09-20 13:45:55,AE:20:30:00:10
513,10.3,83.9,8.4,2022-09-20 13:45:55,AE:20:30:00:10
514,21.1,83.8,8.4,2022-09-20 13:45:55,AE:20:30:00:10
515,27.5,83.8,8.4,2022-09-20 13:45:56,AE:20:30:00:10
516,22.8,83.8,8.4,2022-09-20 13:45:56,AE:20:30:00:10
517,9.1,83.8,8.4,2022-09-20 13:45:56,AE:20:30:00:10
518,10.0,83.8,8.4,2022-09-20 13:45:56,AE:20:30:00:10
519,12.2,83.8,8.4,2022-09-20 13:45:56,AE:20:30:00:10
520,23.1,83.8,8.4,2022-09-20 13:45:57,AE:20:30:00:10
521,16.0,83.8,8.4,2022-09-20 13:45:57,AE:20:30:00:10
522,23.7,83.8,8.4,2022-09-20 13:45:57,AE:20:30:00:10
523,17.1,83.8,8.4,2022-09-20 13:45:57,AE:20:30:00:10
524,23.2,83.8,8.4,2022-09-20 13:45:57,AE:20:30:00:10
525,20.3,83.8,8.4,2022-09-20 13:45:58,AE:20:30:00:10
526,18.5,83.8,8.4,2022-09-20 13:45:58,AE:20:30:00:10
527,22.8,83.8,8.4,2022-09-20 13:45:58,AE:20:30:00:10
528,22.2,83.8,8.4,2022-09-20 13:45:58,AE:20:30:00:10
529,23.1,83.8,8.4,2022-09-20 13:45:58,AE:20:30:00:10
530,30.8,83.8,8.4,2022-09-20 13:45:59,AE:20:30:00:10
531,23.6,83.8,8.4,2022-09-20 13:45:59,AE:20:30:00:10
532,6.9,83.8,8.4,2022-09-20 13:45:59,AE:20:30:00:10
533,10.0,83.8,8.4,2022-09-20 13:46:00,AE:20:30:00:10
534,18.7,83.9,8.4,2022-09-20 13:46:00,AE:20:30:00:10
535,23.7,83.9,8.4,2022-09-20 13:46:00,AE:20:30:00:10
536,8.9,83.9,8.4,2022-09-20 13:46:00,AE:20:30:00:10
537,26.0,83.9,8.4,2022-09-20 13:46:00,AE:20:30:00:10
538,26.3,83.9,8.4,2022-09-20 13:46:01,AE:20:30:00:10
539,27.2,83.9,8.4,2022-09-20 13:46:01,AE:20:30:00:10
540,29.5,83.7,8.4,2022-09-20 13:46:01,AE:20:30:00:10
541,23.5,83.7,8.4,2022-09-20 13:46:01,AE:20:30:00:10
542,12.5,83.7,8.4,2022-09-20 13:46:02,AE:20:30:00:10
543,14.6,83.7,8.4,2022-09-20 13:46:02,AE:20:30:00:10
544,9.0,83.7,8.4,2022-09-20 13:46:02,AE:20:30:00:10
545,11.5,83.7,8.4,2022-09-20 13:46:02,AE:20:30:00:10
546,18.7,83.6,8.4,2022-09-20 13:46:02,AE:20:30:00:10
547,10.8,83.6,8.4,2022-09-20 13:46:03,AE:20:30:00:10
548,24.7,83.6,8.4,2022-09-20 13:46:03,AE:20:30:00:10
549,11.5,83.6,8.4,2022-09-20 13:46:03,AE:20:30:00:10
550,10.1,83.7,8.4,2022-09-20 13:46:03,AE:20:30:00:10
551,10.8,83.6,8.4,2022-09-20 13:46:03,AE:20:30:00:10
552,18.7,83.7,8.4,2022-09-20 13:46:04,AE:20:30:00:10
553,10.8,83.7,8.4,2022-09-20 13:46:04,AE:20:30:00:10
554,10.0,83.7,8.4,2022-09-20 13:46:04,AE:20:30:00:10
555,11.1,83.7,8.4,2022-09-20 13:46:04,AE:20:30:00:10
556,11.8,83.7,8.4,2022-09-20 13:46:05,AE:20:30:00:10
557,9.1,83.7,8.4,2022-09-20 13:46:05,AE:20:30:00:10
558,10.4,83.7,8.4,2022-09-20 13:46:05,AE:20:30:00:10
559,6.1,83.7,8.4,2022-09-20 13:46:05,AE:20:30:00:10
560,13.9,83.7,8.4,2022-09-20 13:46:06,AE:20:30:00:10
561,10.0,83.7,8.4,2022-09-20 13:46:06,AE:20:30:00:10
562,17.1,83.7,8.4,2022-09-20 13:46:06,AE:20:30:00:10
563,9.0,83.7,8.4,2022-09-20 13:46:06,AE:20:30:00:10
564,8.7,83.7,8.4,2022-09-20 13:46:07,AE:20:30:00:10
565,17.0,83.7,8.4,2022-09-20 13:46:07,AE:20:30:00:10
566,16.5,83.7,8.4,2022-09-20 13:46:07,AE:20:30:00:10
567,15.7,83.7,8.4,2022-09-20 13:46:07,AE:20:30:00:10
568,6.9,83.7,8.4,2022-09-20 13:46:08,AE:20:30:00:10
569,7.4,83.7,8.4,2022-09-20 13:46:08,AE:20:30:00:10
570,7.3,83.7,8.4,2022-09-20 13:46:08,AE:20:30:00:10
571,10.2,83.7,8.4,2022-09-20 13:46:08,AE:20:30:00:10
572,12.2,83.7,8.4,2022-09-20 13:46:09,AE:20:30:00:10
573,9.2,83.7,8.4,2022-09-20 13:46:09,AE:20:30:00:10
574,9.2,83.7,8.4,2022-09-20 13:46:09,AE:20:30:00:10
575,9.8,83.7,8.4,2022-09-20 13:46:10,AE:20:30:00:10
576,10.2,83.7,8.4,2022-09-20 13:46:10,AE:20:30:00:10
577,6.5,83.7,8.4,2022-09-20 13:46:10,AE:20:30:00:10
578,10.2,83.7,8.4,2022-09-20 13:46:10,AE:20:30:00:10
579,6.3,83.7,8.4,2022-09-20 13:46:11,AE:20:30:00:10
580,12.6,83.7,8.4,2022-09-20 13:46:11,AE:20:30:00:10
581,5.8,83.7,8.4,2022-09-20 13:46:11,AE:20:30:00:10
582,12.2,83.7,8.4,2022-09-20 13:46:11,AE:20:30:00:10
583,11.1,83.7,8.4,2022-09-20 13:46:12,AE:20:30:00:10
584,27.2,84.1,8.4,2022-09-20 13:46:12,AE:20:30:00:10
585,27.0,84.2,8.4,2022-09-20 13:46:12,AE:20:30:00:10
586,31.7,84.2,8.4,2022-09-20 13:46:13,AE:20:30:00:10
587,26.6,84.3,8.4,2022-09-20 13:46:13,AE:20:30:00:10
588,16.3,84.4,8.4,2022-09-20 13:46:13,AE:20:30:00:10
589,16.2,84.4,8.4,2022-09-20 13:46:13,AE:20:30:00:10
590,10.1,84.4,8.4,2022-09-20 13:46:13,AE:20:30:00:10
591,14.3,84.4,8.4,2022-09-20 13:46:14,AE:20:30:00:10
592,13.3,84.4,8.4,2022-09-20 13:46:14,AE:20:30:00:10
593,11.9,84.4,8.4,2022-09-20 13:46:14,AE:20:30:00:10
594,25.0,84.0,8.4,2022-09-20 13:46:14,AE:20:30:00:10
595,24.4,83.9,8.4,2022-09-20 13:46:14,AE:20:30:00:10
596,12.0,83.9,8.4,2022-09-20 13:46:15,AE:20:30:00:10
597,9.3,83.9,8.4,2022-09-20 13:46:15,AE:20:30:00:10
598,13.2,83.9,8.4,2022-09-20 13:46:15,AE:20:30:00:10
599,7.6,83.9,8.4,2022-09-20 13:46:16,AE:20:30:00:10
600,10.0,83.9,8.4,2022-09-20 13:46:16,AE:20:30:00:10
601,6.5,83.9,8.4,2022-09-20 13:46:16,AE:20:30:00:10
602,9.2,83.9,8.4,2022-09-20 13:46:16,AE:20:30:00:10
603,10.0,83.9,8.4,2022-09-20 13:46:16,AE:20:30:00:10
604,9.8,83.9,8.4,2022-09-20 13:46:17,AE:20:30:00:10
605,12.2,83.9,8.4,2022-09-20 13:46:17,AE:20:30:00:10
606,9.8,83.9,8.4,2022-09-20 13:46:17,AE:20:30:00:10
607,10.0,83.8,8.4,2022-09-20 13:46:17,AE:20:30:00:10
608,13.4,83.8,8.4,2022-09-20 13:46:18,AE:20:30:00:10
609,6.2,83.8,8.4,2022-09-20 13:46:18,AE:20:30:00:10
610,28.4,83.8,8.4,2022-09-20 13:46:18,AE:20:30:00:10
611,26.4,83.8,8.4,2022-09-20 13:46:18,AE:20:30:00:10
612,37.2,83.8,8.4,2022-09-20 13:46:18,AE:20:30:00:10
613,27.7,83.9,8.4,2022-09-20 13:46:19,AE:20:30:00:10
614,27.4,83.9,8.4,2022-09-20 13:46:19,AE:20:30:00:10
615,26.6,84.0,8.4,2022-09-20 13:46:19,AE:20:30:00:10
616,23.3,84.0,8.4,2022-09-20 13:46:19,AE:20:30:00:10
617,21.2,84.0,8.4,2022-09-20 13:46:19,AE:20:30:00:10
618,20.5,84.0,8.4,2022-09-20 13:46:20,AE:20:30:00:10
619,25.9,84.0,8.4,2022-09-20 13:46:20,AE:20:30:00:10
620,16.2,84.0,8.4,2022-09-20 13:46:20,AE:20:30:00:10
621,31.3,83.9,8.4,2022-09-20 13:46:20,AE:20:30:00:10
622,24.1,83.9,8.4,2022-09-20 13:46:21,AE:20:30:00:10
623,25.6,83.9,8.4,2022-09-20 13:46:21,AE:20:30:00:10
624,19.5,83.9,8.4,2022-09-20 13:46:21,AE:20:30:00:10
625,20.2,83.9,8.4,2022-09-20 13:46:21,AE:20:30:00:10
626,18.5,83.9,8.4,2022-09-20 13:46:21,AE:20:30:00:10
627,14.8,83.9,8.4,2022-09-20 13:46:22,AE:20:30:00:10
628,8.2,83.9,8.4,2022-09-20 13:46:22,AE:20:30:00:10
629,18.3,83.9,8.4,2022-09-20 13:46:22,AE:20:30:00:10
630,9.8,83.9,8.4,2022-09-20 13:46:22,AE:20:30:00:10
631,11.9,83.9,8.4,2022-09-20 13:46:22,AE:20:30:00:10
632,8.6,83.9,8.4,2022-09-20 13:46:23,AE:20:30:00:10
633,10.8,83.9,8.4,2022-09-20 13:46:23,AE:20:30:00:10
634,8.3,83.9,8.4,2022-09-20 13:46:23,AE:20:30:00:10
635,7.7,83.9,8.4,2022-09-20 13:46:23,AE:20:30:00:10
636,11.8,83.9,8.4,2022-09-20 13:46:24,AE:20:30:00:10
637,10.0,83.9,8.4,2022-09-20 13:46:24,AE:20:30:00:10
638,9.9,83.9,8.4,2022-09-20 13:46:24,AE:20:30:00:10
639,6.6,83.9,8.4,2022-09-20 13:46:24,AE:20:30:00:10
640,6.5,83.9,8.4,2022-09-20 13:46:24,AE:20:30:00:10
641,9.1,83.9,8.4,2022-09-20 13:46:25,AE:20:30:00:10
642,7.9,83.9,8.4,2022-09-20 13:46:25,AE:20:30:00:10
643,9.3,83.9,8.4,2022-09-20 13:46:25,AE:20:30:00:10
644,7.8,83.9,8.4,2022-09-20 13:46:26,AE:20:30:00:10
645,6.1,83.9,8.4,2022-09-20 13:46:26,AE:20:30:00:10
646,8.9,83.9,8.4,2022-09-20 13:46:26,AE:20:30:00:10
647,10.8,83.9,8.4,2022-09-20 13:46:26,AE:20:30:00:10
648,7.1,83.9,8.4,2022-09-20 13:46:26,AE:20:30:00:10
649,7.7,83.9,8.4,2022-09-20 13:46:27,AE:20:30:00:10
650,18.5,83.9,8.4,2022-09-20 13:46:27,AE:20:30:00:10
651,17.7,83.9,8.4,2022-09-20 13:46:27,AE:20:30:00:10
652,24.7,83.9,8.4,2022-09-20 13:46:27,AE:20:30:00:10
653,10.7,83.9,8.4,2022-09-20 13:46:28,AE:20:30:00:10
654,10.9,83.9,8.4,2022-09-20 13:46:28,AE:20:30:00:10
655,22.1,83.9,8.4,2022-09-20 13:46:28,AE:20:30:00:10
656,20.0,83.9,8.4,2022-09-20 13:46:28,AE:20:30:00:10
657,18.2,83.9,8.4,2022-09-20 13:46:28,AE:20:30:00:10
658,31.7,83.9,8.4,2022-09-20 13:46:29,AE:20:30:00:10
659,14.8,83.9,8.4,2022-09-20 13:46:29,AE:20:30:00:10
660,25.9,83.9,8.4,2022-09-20 13:46:29,AE:20:30:00:10
661,22.6,83.9,8.4,2022-09-20 13:46:29,AE:20:30:00:10
662,22.5,83.9,8.4,2022-09-20 13:46:29,AE:20:30:00:10
663,21.3,83.9,8.4,2022-09-20 13:46:30,AE:20:30:00:10
664,17.7,83.9,8.4,2022-09-20 13:46:30,AE:20:30:00:10
665,7.1,83.9,8.4,2022-09-20 13:46:30,AE:20:30:00:10
666,12.8,83.9,8.4,2022-09-20 13:46:30,AE:20:30:00:10
667,25.6,83.9,8.4,2022-09-20 13:46:31,AE:20:30:00:10
668,20.7,83.9,8.4,2022-09-20 13:46:31,AE:20:30:00:10
669,22.5,83.9,8.4,2022-09-20 13:46:31,AE:20:30:00:10
670,22.6,83.9,8.4,2022-09-20 13:46:31,AE:20:30:00:10
671,30.1,83.9,8.4,2022-09-20 13:46:32,AE:20:30:00:10
672,23.4,83.9,8.4,2022-09-20 13:46:32,AE:20:30:00:10
673,11.4,83.9,8.4,2022-09-20 13:46:32,AE:20:30:00:10
674,30.0,83.9,8.4,2022-09-20 13:46:32,AE:20:30:00:10
675,28.8,83.9,8.4,2022-09-20 13:46:32,AE:20:30:00:10
676,16.0,83.9,8.4,2022-09-20 13:46:33,AE:20:30:00:10
677,15.7,83.9,8.4,2022-09-20 13:46:33,AE:20:30:00:10
678,22.9,83.9,8.4,2022-09-20 13:46:33,AE:20:30:00:10
679,25.9,84.0,8.4,2022-09-20 13:46:33,AE:20:30:00:10
680,8.6,84.0,8.4,2022-09-20 13:46:33,AE:20:30:00:10
681,14.1,84.0,8.4,2022-09-20 13:46:34,AE:20:30:00:10
682,10.5,84.0,8.4,2022-09-20 13:46:34,AE:20:30:00:10
683,9.0,84.0,8.4,2022-09-20 13:46:34,AE:20:30:00:10
684,6.7,84.0,8.4,2022-09-20 13:46:35,AE:20:30:00:10
685,10.8,84.1,8.4,2022-09-20 13:46:35,AE:20:30:00:10
686,7.1,84.1,8.4,2022-09-20 13:46:35,AE:20:30:00:10
687,12.8,84.0,8.4,2022-09-20 13:46:36,AE:20:30:00:10
688,7.6,84.0,8.4,2022-09-20 13:46:36,AE:20:30:00:10
689,7.5,84.0,8.4,2022-09-20 13:46:36,AE:20:30:00:10
690,7.5,83.9,8.4,2022-09-20 13:46:37,AE:20:30:00:10
691,9.7,83.9,8.4,2022-09-20 13:46:37,AE:20:30:00:10
692,8.0,83.9,8.4,2022-09-20 13:46:37,AE:20:30:00:10
693,8.5,84.0,8.4,2022-09-20 13:46:37,AE:20:30:00:10
694,4.7,84.0,8.4,2022-09-20 13:46:38,AE:20:30:00:10
695,7.6,83.9,8.4,2022-09-20 13:46:38,AE:20:30:00:10
696,7.0,83.9,8.4,2022-09-20 13:46:38,AE:20:30:00:10
697,11.2,84.0,8.4,2022-09-20 13:46:39,AE:20:30:00:10
698,3.8,84.0,8.4,2022-09-20 13:46:39,AE:20:30:00:10
699,6.1,84.0,8.4,2022-09-20 13:46:39,AE:20:30:00:10
700,5.4,84.0,8.4,2022-09-20 13:46:39,AE:20:30:00:10
701,12.4,84.0,8.4,2022-09-20 13:46:40,AE:20:30:00:10
702,5.8,84.0,8.4,2022-09-20 13:46:40,AE:20:30:00:10
703,10.2,84.0,8.4,2022-09-20 13:46:40,AE:20:30:00:10
704,8.9,84.0,8.4,2022-09-20 13:46:41,AE:20:30:00:10
705,6.2,84.0,8.4,2022-09-20 13:46:41,AE:20:30:00:10
706,21.4,84.3,8.4,2022-09-20 13:46:41,AE:20:30:00:10
707,13.6,84.3,8.4,2022-09-20 13:46:41,AE:20:30:00:10
708,17.1,84.3,8.4,2022-09-20 13:46:42,AE:20:30:00:10
709,5.3,84.3,8.4,2022-09-20 13:46:42,AE:20:30:00:10
710,10.0,84.3,8.4,2022-09-20 13:46:42,AE:20:30:00:10
711,9.8,84.3,8.4,2022-09-20 13:46:42,AE:20:30:00:10
712,8.6,84.3,8.4,2022-09-20 13:46:43,AE:20:30:00:10
713,6.4,84.3,8.4,2022-09-20 13:46:43,AE:20:30:00:10
714,8.5,84.3,8.4,2022-09-20 13:46:43,AE:20:30:00:10
715,9.1,84.1,8.4,2022-09-20 13:46:43,AE:20:30:00:10
716,7.7,84.1,8.4,2022-09-20 13:46:43,AE:20:30:00:10
717,13.2,84.1,8.4,2022-09-20 13:46:44,AE:20:30:00:10
718,8.7,84.1,8.4,2022-09-20 13:46:44,AE:20:30:00:10
719,14.8,84.1,8.4,2022-09-20 13:46:44,AE:20:30:00:10
720,3.9,84.1,8.4,2022-09-20 13:46:44,AE:20:30:00:10
721,7.8,84.1,8.4,2022-09-20 13:46:44,AE:20:30:00:10
722,13.4,84.1,8.4,2022-09-20 13:46:45,AE:20:30:00:10
723,7.2,84.1,8.4,2022-09-20 13:46:45,AE:20:30:00:10
724,6.5,84.1,8.4,2022-09-20 13:46:45,AE:20:30:00:10
725,6.3,84.1,8.4,2022-09-20 13:46:45,AE:20:30:00:10
726,19.0,84.0,8.4,2022-09-20 13:46:46,AE:20:30:00:10
727,27.9,84.0,8.4,2022-09-20 13:46:46,AE:20:30:00:10
728,21.3,83.9,8.4,2022-09-20 13:46:46,AE:20:30:00:10
729,18.4,84.0,8.4,2022-09-20 13:46:46,AE:20:30:00:10
730,27.5,84.1,8.4,2022-09-20 13:46:46,AE:20:30:00:10
731,12.7,84.1,8.4,2022-09-20 13:46:47,AE:20:30:00:10
732,12.8,84.1,8.4,2022-09-20 13:46:47,AE:20:30:00:10
733,7.9,84.1,8.4,2022-09-20 13:46:47,AE:20:30:00:10
734,8.8,84.1,8.4,2022-09-20 13:46:47,AE:20:30:00:10
735,5.2,84.1,8.4,2022-09-20 13:46:48,AE:20:30:00:10
736,8.7,84.1,8.4,2022-09-20 13:46:48,AE:20:30:00:10
737,8.8,84.1,8.4,2022-09-20 13:46:48,AE:20:30:00:10
738,20.3,84.0,8.4,2022-09-20 13:46:48,AE:20:30:00:10
739,24.1,84.0,8.4,2022-09-20 13:46:49,AE:20:30:00:10
740,12.0,84.0,8.4,2022-09-20 13:46:49,AE:20:30:00:10
741,30.0,84.0,8.4,2022-09-20 13:46:49,AE:20:30:00:10
742,25.6,84.0,8.4,2022-09-20 13:46:49,AE:20:30:00:10
743,26.7,84.0,8.4,2022-09-20 13:46:49,AE:20:30:00:10
744,19.5,84.1,8.4,2022-09-20 13:46:50,AE:20:30:00:10
745,16.0,84.0,8.4,2022-09-20 13:46:50,AE:20:30:00:10
746,19.1,84.1,8.4,2022-09-20 13:46:50,AE:20:30:00:10
747,8.6,84.1,8.4,2022-09-20 13:46:50,AE:20:30:00:10
748,9.8,84.1,8.4,2022-09-20 13:46:51,AE:20:30:00:10
749,20.9,84.3,8.4,2022-09-20 13:46:51,AE:20:30:00:10
750,16.5,84.3,8.4,2022-09-20 13:46:51,AE:20:30:00:10
751,7.6,84.3,8.4,2022-09-20 13:46:51,AE:20:30:00:10
752,10.8,84.3,8.4,2022-09-20 13:46:52,AE:20:30:00:10
753,12.6,84.4,8.4,2022-09-20 13:46:52,AE:20:30:00:10
754,27.2,84.4,8.4,2022-09-20 13:46:52,AE:20:30:00:10
755,6.8,84.4,8.4,2022-09-20 13:46:53,AE:20:30:00:10
756,12.3,84.4,8.4,2022-09-20 13:46:53,AE:20:30:00:10
757,8.5,84.4,8.4,2022-09-20 13:46:53,AE:20:30:00:10
758,8.1,84.4,8.4,2022-09-20 13:46:53,AE:20:30:00:10
759,19.4,84.4,8.4,2022-09-20 13:46:54,AE:20:30:00:10
760,7.6,84.4,8.4,2022-09-20 13:46:54,AE:20:30:00:10
761,6.3,84.4,8.4,2022-09-20 13:46:54,AE:20:30:00:10
762,11.1,84.3,8.4,2022-09-20 13:46:54,AE:20:30:00:10
763,9.0,84.3,8.4,2022-09-20 13:46:54,AE:20:30:00:10
764,16.5,84.3,8.4,2022-09-20 13:46:55,AE:20:30:00:10
765,30.9,84.2,8.4,2022-09-20 13:46:55,AE:20:30:00:10
766,32.9,84.5,8.4,2022-09-20 13:46:55,AE:20:30:00:10
767,24.7,84.6,8.4,2022-09-20 13:46:55,AE:20:30:00:10
768,26.6,84.7,8.4,2022-09-20 13:46:56,AE:20:30:00:10
769,21.2,84.7,8.4,2022-09-20 13:46:56,AE:20:30:00:10
770,12.0,84.7,8.4,2022-09-20 13:46:56,AE:20:30:00:10
771,8.3,84.4,8.4,2022-09-20 13:46:56,AE:20:30:00:10
772,10.6,84.4,8.4,2022-09-20 13:46:57,AE:20:30:00:10
773,12.8,84.4,8.4,2022-09-20 13:46:57,AE:20:30:00:10
774,15.0,84.2,8.4,2022-09-20 13:46:57,AE:20:30:00:10
775,15.0,84.2,8.4,2022-09-20 13:46:58,AE:20:30:00:10
776,11.2,84.2,8.4,2022-09-20 13:46:58,AE:20:30:00:10
777,19.6,84.2,8.4,2022-09-20 13:46:58,AE:20:30:00:10
778,11.3,84.2,8.4,2022-09-20 13:46:59,AE:20:30:00:10
779,11.8,84.3,8.4,2022-09-20 13:46:59,AE:20:30:00:10
780,9.7,84.3,8.4,2022-09-20 13:46:59,AE:20:30:00:10
781,8.7,84.3,8.4,2022-09-20 13:46:59,AE:20:30:00:10
782,8.6,84.1,8.4,2022-09-20 13:47:00,AE:20:30:00:10
783,6.6,84.1,8.4,2022-09-20 13:47:00,AE:20:30:00:10
784,7.3,84.1,8.4,2022-09-20 13:47:00,AE:20:30:00:10
785,8.8,84.1,8.4,2022-09-20 13:47:01,AE:20:30:00:10
786,7.0,84.1,8.4,2022-09-20 13:47:01,AE:20:30:00:10
787,14.1,84.3,8.4,2022-09-20 13:47:01,AE:20:30:00:10
788,12.7,84.3,8.4,2022-09-20 13:47:02,AE:20:30:00:10
789,11.5,84.4,8.4,2022-09-20 13:47:02,AE:20:30:00:10
790,21.4,84.5,8.4,2022-09-20 13:47:02,AE:20:30:00:10
791,22.8,85.0,8.4,2022-09-20 13:47:03,AE:20:30:00:10
792,13.9,85.0,8.4,2022-09-20 13:47:03,AE:20:30:00:10
793,20.2,85.1,8.4,2022-09-20 13:47:04,AE:20:30:00:10
794,14.8,85.0,8.4,2022-09-20 13:47:04,AE:20:30:00:10
795,19.0,84.6,8.4,2022-09-20 13:47:05,AE:20:30:00:10
796,13.2,84.6,8.4,2022-09-20 13:47:05,AE:20:30:00:10
797,11.7,84.6,8.4,2022-09-20 13:47:05,AE:20:30:00:10
798,22.8,84.7,8.4,2022-09-20 13:47:06,AE:20:30:00:10
799,24.5,84.8,8.4,2022-09-20 13:47:06,AE:20:30:00:10
800,17.6,84.8,8.4,2022-09-20 13:47:06,AE:20:30:00:10
801,31.0,84.8,8.4,2022-09-20 13:47:06,AE:20:30:00:10
802,22.8,84.9,8.4,2022-09-20 13:47:07,AE:20:30:00:10
803,11.4,84.9,8.4,2022-09-20 13:47:07,AE:20:30:00:10
804,11.3,84.9,8.4,2022-09-20 13:47:07,AE:20:30:00:10
805,9.9,84.8,8.4,2022-09-20 13:47:07,AE:20:30:00:10
806,9.0,84.8,8.4,2022-09-20 13:47:08,AE:20:30:00:10
807,41.2,84.7,8.4,2022-09-20 13:47:08,AE:20:30:00:10
808,8.9,84.6,8.4,2022-09-20 13:47:08,AE:20:30:00:10
809,26.3,84.5,8.4,2022-09-20 13:47:08,AE:20:30:00:10
810,16.5,84.5,8.4,2022-09-20 13:47:08,AE:20:30:00:10
811,18.2,84.5,8.4,2022-09-20 13:47:09,AE:20:30:00:10
812,22.2,84.5,8.4,2022-09-20 13:47:09,AE:20:30:00:10
813,15.0,84.5,8.4,2022-09-20 13:47:09,AE:20:30:00:10
814,15.0,84.5,8.4,2022-09-20 13:47:09,AE:20:30:00:10
815,18.7,84.6,8.4,2022-09-20 13:47:09,AE:20:30:00:10
816,13.0,84.6,8.4,2022-09-20 13:47:10,AE:20:30:00:10
817,13.0,84.6,8.4,2022-09-20 13:47:10,AE:20:30:00:10
818,17.6,84.5,8.4,2022-09-20 13:47:10,AE:20:30:00:10
819,10.1,84.5,8.4,2022-09-20 13:47:10,AE:20:30:00:10
820,13.8,84.5,8.4,2022-09-20 13:47:11,AE:20:30:00:10
821,12.2,84.5,8.4,2022-09-20 13:47:11,AE:20:30:00:10
822,16.0,84.5,8.4,2022-09-20 13:47:11,AE:20:30:00:10
823,16.3,84.5,8.4,2022-09-20 13:47:11,AE:20:30:00:10
824,10.0,84.5,8.4,2022-09-20 13:47:12,AE:20:30:00:10
825,11.0,84.5,8.4,2022-09-20 13:47:12,AE:20:30:00:10
826,7.7,84.5,8.4,2022-09-20 13:47:12,AE:20:30:00:10
827,20.8,84.5,8.4,2022-09-20 13:47:12,AE:20:30:00:10
828,12.7,84.5,8.4,2022-09-20 13:47:13,AE:20:30:00:10
829,17.3,84.5,8.4,2022-09-20 13:47:13,AE:20:30:00:10
830,8.9,84.5,8.4,2022-09-20 13:47:13,AE:20:30:00:10
831,11.0,84.5,8.4,2022-09-20 13:47:13,AE:20:30:00:10
832,9.8,84.5,8.4,2022-09-20 13:47:13,AE:20:30:00:10
833,17.1,84.5,8.4,2022-09-20 13:47:14,AE:20:30:00:10
834,10.2,84.5,8.4,2022-09-20 13:47:14,AE:20:30:00:10
835,14.5,84.5,8.4,2022-09-20 13:47:14,AE:20:30:00:10
836,11.0,84.4,8.4,2022-09-20 13:47:14,AE:20:30:00:10
837,13.4,84.4,8.4,2022-09-20 13:47:15,AE:20:30:00:10
838,13.3,84.4,8.4,2022-09-20 13:47:15,AE:20:30:00:10
839,10.9,84.4,8.4,2022-09-20 13:47:15,AE:20:30:00:10
840,8.0,84.4,8.4,2022-09-20 13:47:15,AE:20:30:00:10
841,19.3,84.5,8.4,2022-09-20 13:47:15,AE:20:30:00:10
842,30.7,84.5,8.4,2022-09-20 13:47:16,AE:20:30:00:10
843,28.4,84.5,8.4,2022-09-20 13:47:16,AE:20:30:00:10
844,22.2,84.5,8.4,2022-09-20 13:47:16,AE:20:30:00:10
845,27.5,84.6,8.4,2022-09-20 13:47:16,AE:20:30:00:10
846,11.5,84.6,8.4,2022-09-20 13:47:16,AE:20:30:00:10
847,12.3,84.6,8.4,2022-09-20 13:47:17,AE:20:30:00:10
